name,year,expenses,degree,enrollment,level,control
Centura College-Chesapeake,2011,1421,0,57,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Washington DC Campus,2009,1419,0,56,Four or more years,Private for-profit
ITT Technical Institute-Richmond,2010,1417,0,56,Four or more years,Private for-profit
Vatterott College-Joplin,2013,1416,0,56,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2012,1415,0,56,Four or more years,Private for-profit
Paul Mitchell the School-Phoenix,2011,1413,0,56,Less than 2 years (below associate),Private for-profit
Chillicothe Beauty Academy Inc,2011,1411,0,56,Less than 2 years (below associate),Private for-profit
Metro Business College-Cape Girardeau,2012,1409,0,56,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Lynchburg,2007,1409,0,56,At least 2 but less than 4 years,Private for-profit
L'Ecole Culinaire-St Louis,2012,1404,0,56,Four or more years,Private for-profit
Razzle Dazzle College of Hair Design Inc,2013,1403,0,55,At least 2 but less than 4 years,Private for-profit
Metro Business College-Arnold,2011,1402,0,55,At least 2 but less than 4 years,Private for-profit
Pima Medical Institute-Tucson,2008,1398,0,55,Four or more years,Private for-profit
Neosho Beauty College,2008,1398,0,55,Less than 2 years (below associate),Private for-profit
Allen School-Phoenix,2011,1395,0,55,Less than 2 years (below associate),Private for-profit
Metro Business College-Rolla,2010,1394,0,55,At least 2 but less than 4 years,Private for-profit
Pima Medical Institute-Tucson,2010,1393,0,55,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2009,1391,0,55,Four or more years,Private for-profit
Arizona State University-Downtown Phoenix,2012,1390,0,55,Four or more years,Private for-profit
Columbia College,2013,1385,0,55,At least 2 but less than 4 years,Private for-profit
St Louis College of Health Careers-Fenton,2012,1383,0,55,At least 2 but less than 4 years,Private for-profit
Chillicothe Beauty Academy Inc,2010,1382,0,55,Less than 2 years (below associate),Private for-profit
Vatterott College-Springfield,2010,1381,0,55,At least 2 but less than 4 years,Private for-profit
Independence College of Cosmetology,2010,1377,0,55,Less than 2 years (below associate),Private for-profit
Centura College-Richmond Main,2009,1375,0,55,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Harrisburg Campus,2008,1375,0,55,Four or more years,Private for-profit
Rudy & Kelly Academy of Hair and Nails,2012,1375,0,54,Four or more years,Private for-profit
Academy of Hair Design-Springfield,2008,1374,0,54,Less than 2 years (below associate),Private for-profit
Pima Medical Institute-East Valley,2013,1373,0,54,At least 2 but less than 4 years,Private for-profit
Washington County Adult Skill Center,2012,1372,0,54,Less than 2 years (below associate),Public
Mr Leon's School of Hair Design-Lewiston,2008,1370,0,54,At least 2 but less than 4 years,Private for-profit
Warrensburg Area Career Center,2012,1368,0,54,Four or more years,Private not-for-profit
National Academy of Beauty Arts-St Louis,2009,1368,0,54,Less than 2 years (below associate),Private for-profit
Oliver Finley Academy of Cosmetology,2009,1367,0,54,At least 2 but less than 4 years,Private for-profit
Golf Academy of America-Phoenix,2008,1366,0,54,At least 2 but less than 4 years,Private for-profit
Aveda Institute-Boise,2012,1363,0,54,Four or more years,Private for-profit
Virginia School of Massage,2009,1362,0,54,Less than 2 years (below associate),Private for-profit
Metro Business College-Arnold,2012,1361,0,54,Four or more years,Private for-profit
Wards Corner Beauty Academy-Norfolk,2010,1356,0,54,Less than 2 years (below associate),Private for-profit
Grabber School of Hair Design,2007,1355,0,54,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2007,1354,0,54,Less than 2 years (below associate),Private for-profit
ITT Technical Institute-Springfield,2010,1353,0,54,Four or more years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2007,1352,0,54,At least 2 but less than 4 years,Private for-profit
Evans Hairstyling College-Rexburg,2012,1347,0,54,Four or more years,Private for-profit
Avalon School of Cosmetology-Mesa,2006,1343,0,53,Less than 2 years (below associate),Private for-profit
University of Phoenix-Washington DC Campus,2008,1339,0,53,Four or more years,Private for-profit
Independence College of Cosmetology,2008,1337,0,53,Less than 2 years (below associate),Private for-profit
The Art Institute of Tucson,2007,1335,0,53,Four or more years,Private for-profit
Dominion School of Hair Design,2012,1334,0,53,Less than 2 years (below associate),Private for-profit
Refrigeration School Inc,2007,1328,0,53,At least 2 but less than 4 years,Private for-profit
Arizona Academy of Beauty-North,2009,1326,0,53,Less than 2 years (below associate),Private for-profit
Aviation Institute of Maintenance-Kansas City,2011,1325,0,53,At least 2 but less than 4 years,Private for-profit
Vatterott College-Springfield,2009,1323,0,53,At least 2 but less than 4 years,Private for-profit
Refrigeration School Inc,2006,1321,0,53,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2008,1315,0,53,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2012,1314,0,52,Four or more years,Private for-profit
Arizona Academy of Beauty-East,2009,1314,0,52,Less than 2 years (below associate),Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2008,1313,0,52,Four or more years,Private for-profit
Arizona Academy of Beauty-North,2010,1311,0,52,Less than 2 years (below associate),Private for-profit
Cayce Reilly School of Massotherapy,2012,1311,0,52,Four or more years,Private for-profit
Cochise College,2007,1310,0,52,At least 2 but less than 4 years,Public
Turning Point Beauty College,2012,1309,0,52,At least 2 but less than 4 years,Public
Hair Academy 110,2012,1308,0,52,Four or more years,Private not-for-profit
Pure Aesthetics,2012,1307,0,51,At least 2 but less than 4 years,Private for-profit
Toni & Guy Hairdressing Academy-Boise,2007,1307,0,51,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2011,1302,0,51,At least 2 but less than 4 years,Private for-profit
Vatterott College-Joplin,2012,1297,0,51,At least 2 but less than 4 years,Private for-profit
Vatterott College-Kansas City,2013,1297,0,51,At least 2 but less than 4 years,Private for-profit
Kirksville Area Technical Center,2012,1297,0,51,Four or more years,Private for-profit
Rio Salado College,2012,1295,0,51,At least 2 but less than 4 years,Public
Tomorrow's Image Barber Academy of Virginia,2013,1292,0,51,Less than 2 years (below associate),Private for-profit
Vatterott College-St Charles,2013,1290,0,51,At least 2 but less than 4 years,Private for-profit
Virginia University of Lynchburg,2010,1290,0,51,Four or more years,Private not-for-profit
Pima Medical Institute-Mesa,2010,1287,0,51,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Northern Nevada Campus,2010,1285,0,51,Four or more years,Private for-profit
South Central Career Center,2012,1284,0,51,At least 2 but less than 4 years,Private for-profit
Charles of Italy Beauty College,2008,1284,0,51,Less than 2 years (below associate),Private for-profit
Career Training Solutions,2012,1282,0,51,Four or more years,Private for-profit
Healing Arts Center,2009,1282,0,51,Less than 2 years (below associate),Private for-profit
Centura College-Chesapeake,2013,1280,0,51,At least 2 but less than 4 years,Private for-profit
Carsten Institute of Cosmetology,2008,1280,0,51,Less than 2 years (below associate),Private for-profit
Charles of Italy Beauty College,2012,1279,0,50,Less than 2 years (below associate),Private for-profit
Sanford-Brown College-St Peters,2010,1279,0,50,Four or more years,Private for-profit
Missouri College,2009,1278,0,50,Four or more years,Private for-profit
Professional Massage Training Center,2006,1276,0,50,Less than 2 years (below associate),Private for-profit
Centura College-Norfolk,2007,1276,0,50,At least 2 but less than 4 years,Private for-profit
The School of Hairstyling,2011,1276,0,50,At least 2 but less than 4 years,Private for-profit
Chillicothe Beauty Academy Inc,2008,1275,0,50,Less than 2 years (below associate),Private for-profit
Bryan University,2013,1271,0,50,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Pittsburgh Campus,2006,1263,0,50,Four or more years,Private for-profit
Academy of Hair Design-Springfield,2012,1260,0,50,Four or more years,Private for-profit
Charles of Italy Beauty College,2009,1259,0,50,Less than 2 years (below associate),Private for-profit
Culpeper Cosmetology Training Center,2012,1257,0,50,Four or more years,Private for-profit
Metro Business College-Cape Girardeau,2011,1253,0,50,At least 2 but less than 4 years,Private for-profit
Pinnacle Career Institute-South Kansas City,2012,1252,0,50,At least 2 but less than 4 years,Private for-profit
Arizona Automotive Institute,2011,1249,0,49,Less than 2 years (below associate),Private for-profit
Waynesville Career Center,2012,1247,0,49,Less than 2 years (below associate),Public
Nevada Regional Technical Center,2012,1247,0,49,,
Elaine Steven Beauty College,2010,1246,0,49,Less than 2 years (below associate),Private for-profit
Master Educators Beauty School,2011,1243,0,49,At least 2 but less than 4 years,Private for-profit
Cayce Reilly School of Massotherapy,2011,1242,0,49,Less than 2 years (below associate),Private not-for-profit
Charles of Italy Beauty College,2010,1240,0,49,Less than 2 years (below associate),Private for-profit
St Louis College of Health Careers-St Louis,2007,1239,0,49,At least 2 but less than 4 years,Private for-profit
Northcentral University,2008,1238,0,49,Four or more years,Private for-profit
Columbia College,2013,1235,0,49,Less than 2 years (below associate),Private for-profit
Virginia School of Hair Design,2010,1232,0,49,Less than 2 years (below associate),Private for-profit
Independence College of Cosmetology,2006,1232,0,48,Less than 2 years (below associate),Private for-profit
Carsten Institute of Cosmetology,2012,1231,0,48,Less than 2 years (below associate),Private not-for-profit
Anthem College-Kansas City,2006,1227,0,48,At least 2 but less than 4 years,Private for-profit
St Louis College of Health Careers-St Louis,2008,1226,0,48,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Jersey City Campus,2008,1225,0,48,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2008,1223,0,48,Four or more years,Private for-profit
Chillicothe Beauty Academy Inc,2009,1220,0,47,Less than 2 years (below associate),Private for-profit
Virginia School of Massage,2011,1220,0,47,Less than 2 years (below associate),Private for-profit
Centura College-Norfolk,2012,1219,0,47,At least 2 but less than 4 years,Private for-profit
Avi Career Training,2012,1219,0,47,Four or more years,Private for-profit
Virginia School of Hair Design,2008,1218,0,47,Less than 2 years (below associate),Private for-profit
Everest College-Earth City,2012,1212,0,47,At least 2 but less than 4 years,Private for-profit
Oliver Finley Academy of Cosmetology,2010,1210,0,47,At least 2 but less than 4 years,Private for-profit
Professional Massage Training Center,2012,1210,0,47,Less than 2 years (below associate),Private for-profit
Virginia School of Massage,2010,1205,0,47,Less than 2 years (below associate),Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2009,1204,0,47,Four or more years,Private for-profit
Universal Technical Institute of Arizona Inc,2007,1204,0,47,At least 2 but less than 4 years,Private for-profit
Cosmopolitan Beauty and Tech School,2011,1203,0,46,Less than 2 years (below associate),Private for-profit
Pure Aesthetics,2011,1202,0,46,Less than 2 years (below associate),Private for-profit
The Salon Professional Academy-St Charles,2013,1200,0,46,Less than 2 years (below associate),Private for-profit
House of Heavilin Beauty College-Kansas City,2011,1199,0,46,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2010,1196,0,46,Less than 2 years (below associate),Private for-profit
Midwest Institute,2011,1195,0,46,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2008,1192,0,46,Four or more years,Private for-profit
Paris II Educational Center,2013,1191,0,46,Less than 2 years (below associate),Private for-profit
American Business and Technology University,2011,1191,0,46,At least 2 but less than 4 years,Private for-profit
Arizona Academy of Beauty-East,2010,1190,0,45,Less than 2 years (below associate),Private for-profit
Southwest Institute of Healing Arts,2013,1188,0,45,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2013,1182,0,45,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2011,1180,0,45,At least 2 but less than 4 years,Private for-profit
Trend Setters School of Cosmetology,2012,1180,0,45,Four or more years,Private for-profit
Metropolitan Community College-Kansas City,2012,1176,0,45,At least 2 but less than 4 years,Public
National Academy of Beauty Arts-Farmington,2011,1175,0,45,Less than 2 years (below associate),Private for-profit
Universal Technical Institute of Arizona Inc,2006,1175,0,45,At least 2 but less than 4 years,Private for-profit
Milan Institute-Nampa,2012,1174,0,45,Four or more years,Private for-profit
Cosmetology School of Arts and Sciences,2011,1174,0,45,At least 2 but less than 4 years,Private for-profit
Master Educators Beauty School,2012,1174,0,45,Four or more years,Private for-profit
Centura College-Virginia Beach,2006,1173,0,45,Four or more years,Private for-profit
Northcentral University,2009,1173,0,44,Four or more years,Private for-profit
Rudy & Kelly Academy of Hair and Nails,2006,1172,0,44,Less than 2 years (below associate),Private for-profit
Carsten Institute of Cosmetology,2006,1170,0,44,Less than 2 years (below associate),Private for-profit
University of Phoenix-Birmingham Campus,2008,1170,0,44,Four or more years,Private for-profit
Virginia School of Hair Design,2013,1166,0,44,Less than 2 years (below associate),Private for-profit
Northwest Technical School,2012,1166,0,44,Less than 2 years (below associate),Public
University of Phoenix-Des Moines Campus,2008,1163,0,44,Four or more years,Private for-profit
Carsten Institute of Cosmetology,2006,1162,0,44,Less than 2 years (below associate),Private for-profit
Suffolk Beauty Academy,2007,1161,0,44,Less than 2 years (below associate),Private for-profit
Virginia School of Hair Design,2007,1160,0,44,Less than 2 years (below associate),Private for-profit
Fortis College-Richmond,2008,1158,0,44,At least 2 but less than 4 years,Private for-profit
Tidewater Tech-Trades,2011,1157,0,44,Less than 2 years (below associate),Private for-profit
D & L Academy of Hair Design,2010,1155,0,43,At least 2 but less than 4 years,Private for-profit
Neosho Beauty College,2013,1155,0,43,Less than 2 years (below associate),Private for-profit
Razzle Dazzle College of Hair Design Inc,2008,1153,0,43,At least 2 but less than 4 years,Private for-profit
The School of Hairstyling,2010,1152,0,43,At least 2 but less than 4 years,Private for-profit
Refrigeration School Inc,2008,1151,0,43,At least 2 but less than 4 years,Private for-profit
The School of Hairstyling,2008,1150,0,43,At least 2 but less than 4 years,Private for-profit
Healing Arts Center,2010,1147,0,43,Less than 2 years (below associate),Private for-profit
Saline County Career Center,2012,1147,0,43,Four or more years,Private for-profit
College of Western Idaho,2009,1142,0,43,At least 2 but less than 4 years,Public
Vatterott College-Springfield,2013,1141,0,43,At least 2 but less than 4 years,Private for-profit
Staunton School of Cosmetology,2010,1141,0,43,Less than 2 years (below associate),Private for-profit
Le Cordon Bleu College of Culinary Arts-St Louis,2010,1138,0,43,Less than 2 years (below associate),Private for-profit
Arizona College-Glendale,2011,1137,0,42,At least 2 but less than 4 years,Private for-profit
Heritage College-Kansas City,2008,1133,0,42,At least 2 but less than 4 years,Private for-profit
House of Heavilin Beauty College-Blue Springs,2008,1132,0,42,Less than 2 years (below associate),Private for-profit
Pinnacle Career Institute-North Kansas City,2012,1132,0,42,Four or more years,Private for-profit
Hickey College,2006,1130,0,42,Four or more years,Private for-profit
Paris II Educational Center,2010,1127,0,42,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2012,1127,0,42,Four or more years,Private for-profit
Hair Academy of Safford,2006,1124,0,42,Less than 2 years (below associate),Private for-profit
Brookline College-Tempe,2012,1119,0,42,At least 2 but less than 4 years,Private for-profit
American Institute of Interior Design,2013,1118,0,42,Less than 2 years (below associate),Private for-profit
Paul Mitchell the School-Springfield,2010,1118,0,41,Less than 2 years (below associate),Private for-profit
University of Phoenix-Birmingham Campus,2010,1117,0,41,Four or more years,Private for-profit
Kaplan College-Phoenix,2009,1111,0,41,At least 2 but less than 4 years,Private for-profit
Cosmetology School of Arts and Sciences,2010,1110,0,41,At least 2 but less than 4 years,Private for-profit
Richmond School of Health and Technology,2011,1106,0,41,At least 2 but less than 4 years,Private for-profit
Argosy University-Phoenix Online Division,2009,1101,0,41,Four or more years,Private for-profit
Master Educators Beauty School,2013,1098,0,41,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Columbus Ohio Campus,2008,1097,0,41,Four or more years,Private for-profit
Staunton School of Cosmetology,2011,1097,0,40,Less than 2 years (below associate),Private for-profit
Skin Institute,2013,1095,0,40,Less than 2 years (below associate),Private for-profit
Pima Community College,2012,1094,0,40,At least 2 but less than 4 years,Public
Medtech Institute,2011,1092,0,40,At least 2 but less than 4 years,Private for-profit
Wards Corner Beauty Academy-Norfolk,2009,1089,0,40,Less than 2 years (below associate),Private for-profit
Bryan University,2011,1089,0,40,At least 2 but less than 4 years,Private for-profit
Centura College-Newport News,2012,1088,0,40,At least 2 but less than 4 years,Private for-profit
Tidewater Tech-Trades,2013,1088,0,40,Less than 2 years (below associate),Private for-profit
Paris II Educational Center,2007,1087,0,40,Less than 2 years (below associate),Private for-profit
Oliver Finley Academy of Cosmetology,2013,1085,0,40,At least 2 but less than 4 years,Private for-profit
Medtech Institute,2009,1082,0,40,At least 2 but less than 4 years,Private for-profit
The School of Hairstyling,2009,1081,0,40,At least 2 but less than 4 years,Private for-profit
Heritage College-Kansas City,2010,1081,0,40,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2010,1080,0,40,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2006,1079,0,40,At least 2 but less than 4 years,Private for-profit
Centura College-Alexandria,2011,1077,0,40,Less than 2 years (below associate),Private for-profit
Mr Leon's School of Hair Design-Moscow,2009,1074,0,40,At least 2 but less than 4 years,Private for-profit
Trend Setters School of Cosmetology,2009,1071,0,40,Less than 2 years (below associate),Private for-profit
Aviation Institute of Maintenance-Manassas,2006,1070,0,39,At least 2 but less than 4 years,Private for-profit
Centura College-Newport News,2010,1068,0,39,At least 2 but less than 4 years,Private for-profit
East Valley Institute of Technology,2013,1068,0,39,Less than 2 years (below associate),Public
Columbia College,2012,1067,0,39,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2010,1065,0,39,Four or more years,Private for-profit
Regency Beauty Institute-St Peters,2012,1059,0,39,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2008,1059,0,39,Four or more years,Private for-profit
Springfield Beauty Academy,2009,1058,0,39,Less than 2 years (below associate),Private for-profit
Boise Barber College,2013,1057,0,39,At least 2 but less than 4 years,Private for-profit
Empire Beauty School-Virginia Beach,2012,1053,0,39,Four or more years,Private for-profit
University of Phoenix-Louisville Campus,2006,1049,0,39,Four or more years,Private for-profit
Charles of Italy Beauty College,2013,1043,0,39,Less than 2 years (below associate),Private for-profit
Arizona Automotive Institute,2010,1042,0,39,Less than 2 years (below associate),Private for-profit
ITT Technical Institute-Springfield,2009,1040,0,38,Four or more years,Private for-profit
Cayce Reilly School of Massotherapy,2010,1039,0,38,Less than 2 years (below associate),Private not-for-profit
University of Phoenix-Omaha Campus,2008,1039,0,38,Four or more years,Private for-profit
Oliver Finley Academy of Cosmetology,2011,1038,0,38,At least 2 but less than 4 years,Private for-profit
City Pointe Beauty Academy,2013,1035,0,38,Less than 2 years (below associate),Private for-profit
Cosmetology College of Franklin County,2013,1033,0,38,Less than 2 years (below associate),Private for-profit
Hickey College,2007,1033,0,38,Four or more years,Private for-profit
Metro Business College-Jefferson City,2010,1026,0,38,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Central Valley Campus,2008,1024,0,38,Four or more years,Private for-profit
Refrigeration School Inc,2009,1023,0,38,At least 2 but less than 4 years,Private for-profit
Heritage College-Kansas City,2006,1020,0,38,At least 2 but less than 4 years,Private for-profit
Refrigeration School Inc,2011,1020,0,38,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Columbia Campus,2008,1020,0,38,Four or more years,Private for-profit
Everest College-Woodbridge,2012,1018,0,38,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Omaha Campus,2006,1017,0,38,Four or more years,Private for-profit
Missouri College,2008,1015,0,38,Four or more years,Private for-profit
Professional Massage Training Center,2010,1015,0,38,Less than 2 years (below associate),Private for-profit
The School of Hairstyling,2007,1012,0,38,At least 2 but less than 4 years,Private for-profit
Southwest Institute of Healing Arts,2009,1011,0,38,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Chattanooga Campus,2008,1011,0,37,Four or more years,Private for-profit
Paul Mitchell the School-Boise,2007,1010,0,37,At least 2 but less than 4 years,Private for-profit
Springfield Beauty Academy,2011,1010,0,37,Less than 2 years (below associate),Private for-profit
Academy of Hair Design-Springfield,2009,1009,0,37,Less than 2 years (below associate),Private for-profit
Chillicothe Beauty Academy Inc,2006,1008,0,37,Less than 2 years (below associate),Private for-profit
Cosmetology College of Franklin County,2011,1008,0,37,Less than 2 years (below associate),Private for-profit
Pima Medical Institute-East Valley,2011,1008,0,37,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Savannah Campus,2010,1007,0,37,Four or more years,Private for-profit
Hair Academy of Safford,2010,1006,0,37,Less than 2 years (below associate),Private for-profit
University of Phoenix-Raleigh Campus,2008,1005,0,37,Four or more years,Private for-profit
Wards Corner Beauty Academy-Norfolk,2011,999,0,37,Less than 2 years (below associate),Private for-profit
University of Phoenix-Columbia Campus,2010,998,0,37,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2009,998,0,37,Four or more years,Private for-profit
University of Phoenix-Chattanooga Campus,2010,997,0,37,Four or more years,Private for-profit
Northcentral University,2007,997,0,36,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2008,996,0,36,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2006,995,0,36,Four or more years,Private for-profit
Brookline College-Tucson,2010,993,0,36,Four or more years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2013,986,0,36,At least 2 but less than 4 years,Private for-profit
Northcentral University,2010,986,0,36,Four or more years,Private for-profit
University of Phoenix-Wichita Campus,2006,983,0,36,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2009,981,0,36,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2009,981,0,36,Four or more years,Private for-profit
Anthem College-Fenton,2013,980,0,36,At least 2 but less than 4 years,Private for-profit
Centura College-Chesapeake,2007,976,0,36,At least 2 but less than 4 years,Private for-profit
Centura College-Alexandria,2010,974,0,36,Less than 2 years (below associate),Private for-profit
eClips School of Cosmetology and Barbering,2007,972,0,36,Less than 2 years (below associate),Private for-profit
ITT Technical Institute-Phoenix,2009,970,0,36,Four or more years,Private for-profit
Pima Medical Institute-East Valley,2010,968,0,36,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2009,968,0,36,At least 2 but less than 4 years,Private for-profit
Ottawa University-Phoenix,2006,966,0,36,Four or more years,Private not-for-profit
National Academy of Beauty Arts-St Louis,2006,966,0,36,Less than 2 years (below associate),Private for-profit
University of Phoenix-Louisville Campus,2008,960,0,36,Four or more years,Private for-profit
University of Phoenix-Augusta Campus,2010,959,0,35,Four or more years,Private for-profit
Paris II Educational Center,2006,956,0,35,Less than 2 years (below associate),Private for-profit
Anthem College-Maryland Heights,2013,955,0,35,At least 2 but less than 4 years,Private for-profit
Centura College-Newport News,2011,954,0,35,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2010,954,0,35,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2006,953,0,35,Four or more years,Private for-profit
Coconino Community College,2012,951,0,35,At least 2 but less than 4 years,Public
Southwest Institute of Healing Arts,2008,950,0,35,At least 2 but less than 4 years,Private for-profit
Midwest Institute,2010,948,0,35,At least 2 but less than 4 years,Private for-profit
Paul Mitchell the School-St Louis,2011,944,0,35,Less than 2 years (below associate),Private for-profit
Brown Mackie College-Boise,2010,943,0,35,Four or more years,Private for-profit
Tidewater Tech-Trades,2009,943,0,35,Less than 2 years (below associate),Private for-profit
Central College of Cosmetology,2009,939,0,35,Less than 2 years (below associate),Private for-profit
Aviation Institute of Maintenance-Chesapeake,2006,938,0,35,At least 2 but less than 4 years,Private for-profit
Paris II Educational Center,2011,934,0,35,Less than 2 years (below associate),Private for-profit
Seymour Beauty Academy,2013,933,0,35,Less than 2 years (below associate),Private for-profit
Graham Webb International Academy of Hair,2006,931,0,35,Less than 2 years (below associate),Private for-profit
University of Phoenix-Columbia Campus,2009,930,0,34,Four or more years,Private for-profit
Centura College-Alexandria,2008,928,0,34,Less than 2 years (below associate),Private for-profit
Centura College-Richmond Main,2007,928,0,34,At least 2 but less than 4 years,Private for-profit
Staunton School of Cosmetology,2006,927,0,34,Less than 2 years (below associate),Private for-profit
Centura College-Newport News,2008,924,0,34,At least 2 but less than 4 years,Private for-profit
Brookline College-Tempe,2010,922,0,34,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2006,919,0,34,Four or more years,Private for-profit
University of Phoenix-Austin Campus,2009,917,0,34,Four or more years,Private for-profit
University of Phoenix-Indianapolis Campus,2008,912,0,34,Four or more years,Private for-profit
Centura College-Chesapeake,2006,912,0,34,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Central Valley Campus,2009,910,0,34,Four or more years,Private for-profit
Centura College-Alexandria,2009,910,0,34,Less than 2 years (below associate),Private for-profit
Phoenix Institute of Herbal Medicine & Acupuncture,2006,909,0,34,Four or more years,Private for-profit
Neosho Beauty College,2010,908,0,34,Less than 2 years (below associate),Private for-profit
Mr Leon's School of Hair Design-Moscow,2011,906,0,33,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2011,903,0,33,At least 2 but less than 4 years,Private for-profit
Utah College of Massage Therapy-Phoenix,2012,902,0,33,Less than 2 years (below associate),Private for-profit
Aviation Institute of Maintenance-Kansas City,2007,900,0,33,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Des Moines Campus,2006,899,0,33,Four or more years,Private for-profit
Graham Webb International Academy of Hair,2009,897,0,33,Less than 2 years (below associate),Private for-profit
Pinnacle Career Institute-North Kansas City,2013,895,0,33,At least 2 but less than 4 years,Private for-profit
Columbia College,2012,895,0,33,Four or more years,Private for-profit
American Business and Technology University,2010,894,0,33,Four or more years,Private for-profit
Metro Business College-Cape Girardeau,2010,894,0,33,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Savannah Campus,2006,890,0,33,Four or more years,Private for-profit
Richmond School of Health and Technology,2010,890,0,33,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2011,890,0,33,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Austin Campus,2006,889,0,33,Four or more years,Private for-profit
Neosho Beauty College,2009,887,0,32,Less than 2 years (below associate),Private for-profit
Headmasters School of Hair Design,2008,884,0,32,At least 2 but less than 4 years,Private for-profit
Paul Mitchell the School-Boise,2009,878,0,32,At least 2 but less than 4 years,Private for-profit
Arizona College-Glendale,2010,874,0,32,At least 2 but less than 4 years,Private for-profit
Metro Business College-Arnold,2010,871,0,32,At least 2 but less than 4 years,Private for-profit
Heritage College-Kansas City,2007,867,0,32,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Madison Campus,2006,864,0,32,Four or more years,Private for-profit
Springfield Beauty Academy,2008,860,0,32,Less than 2 years (below associate),Private for-profit
University of Phoenix-Columbus Georgia Campus,2008,858,0,32,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2007,856,0,32,Four or more years,Private for-profit
Grabber School of Hair Design,2006,856,0,32,Less than 2 years (below associate),Private for-profit
Avalon School of Cosmetology-Phoenix,2012,855,0,32,Less than 2 years (below associate),Private for-profit
University of Phoenix-Little Rock Campus,2008,855,0,32,Four or more years,Private for-profit
House of Heavilin Beauty College-Blue Springs,2007,852,0,32,Less than 2 years (below associate),Private for-profit
University of Phoenix-Birmingham Campus,2009,848,0,31,Four or more years,Private for-profit
Central College of Cosmetology,2011,838,0,31,Less than 2 years (below associate),Private for-profit
University of Phoenix-Little Rock Campus,2006,835,0,31,Four or more years,Private for-profit
Centura College-Newport News,2006,834,0,31,At least 2 but less than 4 years,Private for-profit
The Bryman School of Arizona,2013,834,0,31,At least 2 but less than 4 years,Private for-profit
Arizona College-Glendale,2012,833,0,31,Four or more years,Private for-profit
Staunton School of Cosmetology,2009,831,0,31,Less than 2 years (below associate),Private for-profit
University of Phoenix-Idaho Campus,2006,831,0,31,Four or more years,Private for-profit
Ottawa University-Phoenix,2009,827,0,31,Four or more years,Private not-for-profit
Elaine Steven Beauty College,2009,826,0,31,Less than 2 years (below associate),Private for-profit
